"INDIC_IS","GEO","TIME","IND_TYPE","UNIT","Value","Flag and Footnotes"
"Individuals who have above basic overall digital skills","North Macedonia","2015","Males, 16 to 74 years old","Percentage of individuals","14",""
"Individuals who have above basic overall digital skills","North Macedonia","2015","Females, 16 to 74 years old","Percentage of individuals","14",""
"Individuals who have above basic overall digital skills","North Macedonia","2019","All Individuals","Percentage of individuals","15",""
"Individuals who have above basic overall digital skills","North Macedonia","2019","Males, 16 to 74 years old","Percentage of individuals","15",""
"Individuals who have above basic overall digital skills","North Macedonia","2019","Females, 16 to 74 years old","Percentage of individuals","15",""
"Individuals who have above basic overall digital skills","Serbia","2015","All Individuals","Percentage of individuals","12",""
"Individuals who have above basic overall digital skills","Serbia","2015","Males, 16 to 74 years old","Percentage of individuals","13",""
"Individuals who have above basic overall digital skills","Serbia","2015","Females, 16 to 74 years old","Percentage of individuals","11",""
"Individuals who have above basic overall digital skills","Serbia","2019","All Individuals","Percentage of individuals","20",""
"Individuals who have above basic overall digital skills","Serbia","2019","Males, 16 to 74 years old","Percentage of individuals","21",""
"Individuals who have above basic overall digital skills","Serbia","2019","Females, 16 to 74 years old","Percentage of individuals","19",""
"Individuals who have above basic overall digital skills","Turkey","2015","All Individuals","Percentage of individuals","12",""
"Individuals who have above basic overall digital skills","Turkey","2015","Males, 16 to 74 years old","Percentage of individuals","14",""
"Individuals who have above basic overall digital skills","Turkey","2015","Females, 16 to 74 years old","Percentage of individuals","9",""
"Individuals who have above basic overall digital skills","Turkey","2019","All Individuals","Percentage of individuals","24",""
"Individuals who have above basic overall digital skills","Turkey","2019","Males, 16 to 74 years old","Percentage of individuals","29",""
"Individuals who have above basic overall digital skills","Turkey","2019","Females, 16 to 74 years old","Percentage of individuals","20",""
"Individuals who have no overall digital skills","Belgium","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Belgium","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Belgium","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Belgium","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Belgium","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Belgium","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Bulgaria","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Bulgaria","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Bulgaria","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Bulgaria","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Bulgaria","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Bulgaria","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Czechia","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Czechia","2015","Males, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Czechia","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Czechia","2019","All Individuals","Percentage of individuals","1","bu"
"Individuals who have no overall digital skills","Czechia","2019","Males, 16 to 74 years old","Percentage of individuals","1","bu"
"Individuals who have no overall digital skills","Czechia","2019","Females, 16 to 74 years old","Percentage of individuals","0","bu"
"Individuals who have no overall digital skills","Denmark","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Denmark","2015","Males, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Denmark","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Denmark","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Denmark","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Denmark","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Germany (until 1990 former territory of the FRG)","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Germany (until 1990 former territory of the FRG)","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Germany (until 1990 former territory of the FRG)","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Germany (until 1990 former territory of the FRG)","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Germany (until 1990 former territory of the FRG)","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Germany (until 1990 former territory of the FRG)","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Estonia","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Estonia","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Estonia","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Estonia","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Estonia","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Estonia","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Ireland","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Ireland","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Ireland","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Ireland","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Ireland","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Ireland","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Greece","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Greece","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Greece","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Greece","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Greece","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Greece","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Spain","2015","All Individuals","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Spain","2015","Males, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Spain","2015","Females, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Spain","2019","All Individuals","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Spain","2019","Males, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Spain","2019","Females, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","France","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","France","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","France","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","France","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","France","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","France","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Croatia","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Croatia","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Croatia","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Croatia","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Croatia","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Croatia","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Italy","2015","All Individuals","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Italy","2015","Males, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Italy","2015","Females, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Italy","2019","All Individuals","Percentage of individuals","3","b"
"Individuals who have no overall digital skills","Italy","2019","Males, 16 to 74 years old","Percentage of individuals","3","b"
"Individuals who have no overall digital skills","Italy","2019","Females, 16 to 74 years old","Percentage of individuals","3","b"
"Individuals who have no overall digital skills","Cyprus","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Cyprus","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Cyprus","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Cyprus","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Cyprus","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Cyprus","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Latvia","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Latvia","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Latvia","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Latvia","2019","All Individuals","Percentage of individuals","1","b"
"Individuals who have no overall digital skills","Latvia","2019","Males, 16 to 74 years old","Percentage of individuals","1","b"
"Individuals who have no overall digital skills","Latvia","2019","Females, 16 to 74 years old","Percentage of individuals","0","bn"
"Individuals who have no overall digital skills","Lithuania","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Lithuania","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Lithuania","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Lithuania","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Lithuania","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Lithuania","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Luxembourg","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Luxembourg","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Luxembourg","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Luxembourg","2019","All Individuals","Percentage of individuals","2","b"
"Individuals who have no overall digital skills","Luxembourg","2019","Males, 16 to 74 years old","Percentage of individuals","1","b"
"Individuals who have no overall digital skills","Luxembourg","2019","Females, 16 to 74 years old","Percentage of individuals","2","b"
"Individuals who have no overall digital skills","Hungary","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Hungary","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Hungary","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Hungary","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Hungary","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Hungary","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Malta","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Malta","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Malta","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Malta","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Malta","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Malta","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Netherlands","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Netherlands","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Netherlands","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Netherlands","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Netherlands","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Netherlands","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Austria","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Austria","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Austria","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Austria","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Austria","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Austria","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Poland","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Poland","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Poland","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Poland","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Poland","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Poland","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Portugal","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Portugal","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Portugal","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Portugal","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Portugal","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Portugal","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Romania","2015","All Individuals","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Romania","2015","Males, 16 to 74 years old","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Romania","2015","Females, 16 to 74 years old","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Romania","2019","All Individuals","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Romania","2019","Males, 16 to 74 years old","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Romania","2019","Females, 16 to 74 years old","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Slovenia","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Slovenia","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Slovenia","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Slovenia","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovenia","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovenia","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Slovakia","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovakia","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovakia","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovakia","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovakia","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Slovakia","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Finland","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Finland","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Finland","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Finland","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Finland","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Finland","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Sweden","2015","All Individuals","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Sweden","2015","Males, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Sweden","2015","Females, 16 to 74 years old","Percentage of individuals","2",""
"Individuals who have no overall digital skills","Sweden","2019","All Individuals","Percentage of individuals","1","u"
"Individuals who have no overall digital skills","Sweden","2019","Males, 16 to 74 years old","Percentage of individuals","2","u"
"Individuals who have no overall digital skills","Sweden","2019","Females, 16 to 74 years old","Percentage of individuals","1","u"
"Individuals who have no overall digital skills","United Kingdom","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","United Kingdom","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","United Kingdom","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","United Kingdom","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","United Kingdom","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","United Kingdom","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Iceland","2015","All Individuals","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Iceland","2015","Males, 16 to 74 years old","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Iceland","2015","Females, 16 to 74 years old","Percentage of individuals",":",""
"Individuals who have no overall digital skills","Iceland","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Iceland","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Iceland","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Norway","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Norway","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Norway","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Norway","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Norway","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Norway","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","North Macedonia","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","North Macedonia","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","North Macedonia","2015","Females, 16 to 74 years old","Percentage of individuals","0",""
"Individuals who have no overall digital skills","North Macedonia","2019","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","North Macedonia","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","North Macedonia","2019","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Serbia","2015","All Individuals","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Serbia","2015","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Serbia","2015","Females, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Serbia","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Serbia","2019","Males, 16 to 74 years old","Percentage of individuals","0","n"
"Individuals who have no overall digital skills","Serbia","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Turkey","2015","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Turkey","2015","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Turkey","2015","Females, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Turkey","2019","All Individuals","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Turkey","2019","Males, 16 to 74 years old","Percentage of individuals","1",""
"Individuals who have no overall digital skills","Turkey","2019","Females, 16 to 74 years old","Percentage of individuals","1",""
